TRIP_ID,TIMESTAMP,CURRENT_LAT,CURRENT_LNG,CONTAINER_TEMP,RAIN,TEMP,PRESSURE,WIND_SPEED,WIND_DIRECTION,ACCELERATION,BRAKING,CORNERING,SPEEDING,SEATBELT,DISTRACTION,BATTERY_HEALTH,BATTERY_VOLTAGE,TYRE_PRESSURE,FUEL_LEVEL,OIL_LEVEL,SPEED,POLY
1000.0,1 min,33.6587256,-111.9252013,0,7,13.0,60.0,13.0,7.0,0,1,1,1,0,1,AVERAGE,12,33,37,9,6,i{llEracjTY|A[bBIf@Ov@GX
1000.0,4 mins,33.6987132,-111.9253182,0,7,13.0,60.0,13.0,7.0,2,2,1,1,0,2,AVERAGE,12,33,37,9,42,a~llEnkcjT_@?aBBiC@qB?eA?cA?cCB{BCaDAk@AS?iC?]?{C@}AAeB?K?mC?W?qBBsBD_@@s@Ds@Bm@@w@Bo@?[?A?KH_@@gAAE?k@?w@@uAAY?oA?MI_B?[?gB?M?c@?U?u@AoB?e@?_A?a@?eA?i@@{B?c@A}A@u@@y@AmH@IFoBAs@?S?mA?W@gG?yF?e@?kA?qB?U?a@?_BAcB@Y?yA?wA@yA?eA@W?uA?mA@g@?_DA}DEu@AQ?i@Cq@A}AAOAaB?sDDI?oA?u@?kCCqAAO@mC?kB?oD@M?_ECmCA
1000.0,1 min,33.6987292,-111.9403175,0,7,13.0,60.0,13.0,7.0,1,3,0,0,0,2,AVERAGE,13,34,37,9,54,}wtlEflcjTAvD?lD?nC@~C?~DAnH?~G?rH?tD?xAAdB?`A?nR?j@?tA?j@?F
1001.0,1 min,33.4182544,-112.0345131,0,3,57.0,53.0,30.0,0.0,4,0,2,1,2,0,AVERAGE,12,34,12,75,6,qh~jEhxxjTz@Eb@CJAn@CZCJAFADCDAb@Ur@?
1001.0,2 mins,33.4201807,-112.0476509,0,3,57.0,53.0,30.0,0.0,1,0,2,1,1,0,AVERAGE,13,33,12,75,24,a_~jEtvxjTGtAAx@CrBAfBC|IGfB?vA@nA@pBJtA@LLhAJhABT?J@b@?x@I`EC`@ARC^Eb@?FIb@I`@IXADQj@Sd@o@hAKTaCdEYf@ABgAlBMVCDCFAFCL?FAB?L?V?TF~@
1001.0,1 min,33.4277445,-112.0477217,0,3,57.0,53.0,30.0,0.0,0,0,2,1,1,0,AVERAGE,13,33,12,75,30,ck~jExh{jT_DN]@_BFa@@sABs@?I?O?K?_B?QAW@O?S?]AuA?]?{@?O?sC?yA?MMyB?oAAcA?C?A?U?M?y@?
1001.0,2 mins,33.4293599,-112.0646676,0,3,57.0,53.0,30.0,0.0,0,0,1,0,1,1,AVERAGE,12,33,12,75,30,kz_kEfi{jT?b@IfEGhD?`ACzAAn@Cf@CfAIvAGlAUtEMjBmApOSfCUpCALUrCI`AAFMdBWzCCXKlAU`ECd@Cd@EdBAL?ZAb@?|@?@A\@p@?P?D?FBTFvB
1001.0,5 mins,33.4544782,-112.0652148,0,3,57.0,53.0,30.0,0.0,2,4,1,1,1,0,AVERAGE,13,33,12,75,22,od`kEds~jTCFAJALCJCDCDCDA@C@C@C@[JS?w@AgA?}AAuAC_BAc@Aw@?yACwA?cC@sAAoA?gA@O?gA?y@?]?s@?iCBgCAkA?kB?u@?iBBkA@aABuBHqABsBJaCHgADc@BU?y@@kACcAGcBKGAIA}@K{@Ki@Ci@?eAEqB?iAAgAAK@K?iA?iA@w@@S?I?wA?o@B}@@MBIFsA@U?mA@wA?{A?U@yBB{@@}CAw@?cBFC?mB@
1001.0,1 min,33.4545299,-112.0687115,0,3,57.0,53.0,30.0,0.0,2,2,1,3,0,2,AVERAGE,13,33,12,75,12,oaekEpv~jTQ@H`@?tAApA?vF?dB?pC
1001.0,1 min,33.4532025,-112.0689788,0,3,57.0,53.0,30.0,0.0,0,2,0,2,1,0,AVERAGE,13,33,12,75,0,yaekEll_kTT@XAV?X?RDJBTBf@DLDh@PPH
1002.0,1 min,33.4393101,-112.212466,0,2,40.0,64.0,4.0,3.0,1,1,2,1,0,1,AVERAGE,13,33,61,78,12,wbbkEr|zkT@dI?j@?tA?h@?vA
1002.0,1 min,33.4372077,-112.2124743,0,2,40.0,64.0,4.0,3.0,1,0,1,2,2,1,AVERAGE,12,33,61,78,6,ubbkE|n{kTb@Ar@?zA?~@AhA?`@@R?n@@
1002.0,4 mins,33.4369141,-112.1865678,0,2,40.0,64.0,4.0,3.0,0,0,4,1,1,2,AVERAGE,13,34,61,78,22,quakE|n{kT@a@?mG?}@?kD?sF@c@Ay@@aOCcC?k@?w@?_C@iA?]@oB?y@?w@BiE?aE@kJ@iDDeI?eBBwJB_K?c@?k@?kDHg@Dw@NmJ?kA?wB@k@?[
1002.0,1 min,33.4382973,-112.1865467,0,2,40.0,64.0,4.0,3.0,1,3,3,1,3,2,AVERAGE,12,34,61,78,6,usakE`mvkTk@?kDAc@AY?
1002.0,1 min,33.4568533,-112.185216,0,2,40.0,64.0,4.0,3.0,0,0,1,2,0,0,AVERAGE,13,34,61,78,78,k|akE|lvkT]H]DW@kBHQ@c@@a@Bg@B_@Bu@DK@E?a@B[@I@eADS@K?C?S@c@@s@BsAFG?kBAc@?E?K@g@H_AIMAA?cAOWCKAKAOAc@IiBYKAkCc@IC_B[WGIAyCg@{BWQCeAIc@Ec@Ec@CGAmBEiDEc@?O?OAK?c@?cA?C?k@AE?g@Ac@?c@Aa@AA?a@?A?a@Ac@AkCGiAEc@CC?sAIQ?CA_@AeAGgAEEA[AYAIAiE]
1002.0,1 min,33.460163,-112.1848768,0,2,40.0,64.0,4.0,3.0,0,1,2,1,0,2,AVERAGE,12,34,61,78,12,ipekErdvkTaDEQAQAQAQAQ?IAG?QAQAQAOAS?SAQAOAUA_DYaAI
1002.0,1 min,33.4626471,-112.1773023,0,2,40.0,64.0,4.0,3.0,0,0,0,2,0,2,AVERAGE,13,33,61,78,30,_efkEnbvkTGA_A]MGSIg@SWQMKo@g@o@q@ACW_@OSGMS]Sg@Qe@AEKa@I[EQIu@CKGe@?CEi@?CAe@A]?MAi@?M?]?i@?sB?MCuA?a@?I?i@?gAAy@C{CEc@E[Wm@
1002.0,7 mins,33.4618138,-112.0439262,0,2,40.0,64.0,4.0,3.0,2,2,2,1,2,0,AVERAGE,12,34,61,78,66,qtfkEbstkTDaA@c@D_CCiEAwA@_OAi@EqE@aG?cA?A?k@?i@BoC@{A?S@oBDkB@iA?E@k@@g@DuBDcBNmH@i@FaC@i@FsCHaDPmHBuANwGHyD@[DyB@G@i@DaCDuA@_@?IHkD@k@DsBBi@@a@@g@FiDD}C@]@[?M@uABuA?k@@k@?u@@wB?sA@yCA_E?i@?AAmAEmE?{@Ag@Ae@A{@Ak@Au@?UAYEoACu@O}CKmAM}AGq@Gc@Go@E]Iu@MkAAGOsACSSoBKoAGu@C[?AImAGsACi@Cw@?g@AK?a@Ac@?cB?a@@s@@aA@i@@[Bs@@YF}@Bi@@WD]Do@d@_FHy@VyBHaAHcAPqCDoAB_@NkF@k@@wABgE@_C@uD?yA@m@Ai@?cA@gCBcD?k@@uA?k@?C?e@?wB?iA?a@?Y@[?I?O?yA?yA?a@BiD@g@?cB?eB?i@?i@?gA?gADoL?i@?k@@{B?o@?i@@k@?i@?k@@uA?i@?k@?k@@Y?A?M?wB?E?c@@wC?[?]?Q@uB?uA@Q?_@?Q?W?k@?o@@_@?I?uB@_A?[?S?qD?Y?E?G?sAAkBAqB?QD{@?sC?iD?i@?I?a@Ay@@eA?sAAaB@]Ay@?g@@aA?SAq@?oDAiEBgB?E@i@@i@@SDu@?A?CB{@FwARgEDu@DaA@Q?ER_EFeAPgDJcB@_@PuDPcDBuBQmC?KIuBAICo@G_AAIOiBWiCC_@OkBAEKmBGqB?WEy@A_@CuB?}C?E?EA_D?mB?G?g@?G?cC?G?S?A?A?A?C?E?_@?C?C?G?I?M?A?GC}@?a@Ky@AG?AAGAOAIIu@I_@Mw@OiAw@_IAWAS?AAe@Cc@A]EeAAu@?kA?s@?[DaADmALgEBo@@_@@C?M@]@M?C@U@c@@Q@g@LqDD{AFcBJmEBaA@{@@c@BsC?M@_A?cA@cH?oD?W@qB?_BAoB?qAC{BCiAAg@?OCaAAS?Q?QKeEAaAAaA?QA}C@iD?Q@sA@cC@y@?Q?S?AB}ECiGBmD@yB?iA
1002.0,1 min,33.4617253,-112.0363198,0,2,40.0,64.0,4.0,3.0,1,2,2,0,1,2,AVERAGE,13,34,61,78,24,iofkEpqzjTJM@E@E@IFy@LoANwA\gDBE?C@CBSJcA@ODm@D}@@o@?k@AgAEeA?IAQ?IEa@?C?AA??IIq@COCe@ACAKAMEe@Ca@ACAO?GCUGk@CYE]AOGo@Iy@IaA
1002.0,1 min,33.4619502,-112.0304431,0,2,40.0,64.0,4.0,3.0,0,1,2,1,1,0,AVERAGE,12,34,61,78,18,ynfkE~ayjTEo@Iu@C_@AQEs@Eq@Cu@Ag@AIAu@Au@?I?i@?k@?IAkAAmHAmC?a@@MDc@
1002.0,2 mins,33.4590256,-112.0008163,0,2,40.0,64.0,4.0,3.0,1,0,4,2,0,2,AVERAGE,12,34,61,78,51,epfkEf}wjT?_A?_A?gC?sH?I?U?K?uA?k@?_@?K?cC?k@?gGBiC?kD?}B?}A?i@@iC@u@BmAF_CFcBTkEHcA@KHgA@IPkBP_BTuBRwAr@oE?A`@{BTiABMH_@@IH]XaBNy@P_AJi@l@cD\cBBUJg@\oBPkA?ALy@Fg@D_@Fe@Fk@J}@L{ADg@Ds@HiADy@FgBBoA@{@@iA@uA?o@?k@?CAs@Au@EgBIaCIqC
1002.0,1 min,33.4586558,-111.9953023,0,2,40.0,64.0,4.0,3.0,1,3,3,1,0,0,AVERAGE,12,34,61,78,18,}}ekEbdrjTJYBIBO?MA{B?_CA_BAo@@]?}@?{@@]@]Ba@HuAPcC@OHuABe@De@
1002.0,1 min,33.4635579,-111.9950993,0,2,40.0,64.0,4.0,3.0,1,0,1,0,3,0,AVERAGE,12,34,61,78,24,s{ekEraqjTB]mCEm@A]A}DEq@A]AA?A?A@KHmAAkBEwAAi@?u@?a@AS@S@I?WD
1002.0,1 min,33.4663878,-111.9955788,0,2,40.0,64.0,4.0,3.0,1,0,3,1,0,2,AVERAGE,13,34,61,78,12,gzfkEj`qjTs@L[FcAXKBo@NA@SDOBMBMBI@QB[BW@Y?U?SAm@?iAAW?
1002.0,2 mins,33.4804244,-111.9954946,0,2,40.0,64.0,4.0,3.0,0,2,0,3,0,0,AVERAGE,13,34,61,78,30,}kgkEjcqjT_@?OAQ?[?]?I?_@Am@?e@?i@?[?kBA[?eA@cA?kA@a@?mAAuD?aB?aC?e@?w@?q@?iA?EAU@oB?{CAcCAwA@U?iE?S@{AAk@Ai@?G?K?iACY?gA?k@?Q?c@AK?a@?[Ac@?S?e@A
1002.0,1 min,33.4804245,-111.9961247,0,2,40.0,64.0,4.0,3.0,1,0,0,1,0,0,AVERAGE,13,33,61,78,0,scjkExbqjT?t@An@@V
1002.0,1 min,33.4806866,-111.9965274,0,2,40.0,64.0,4.0,3.0,0,1,1,1,4,1,AVERAGE,13,33,61,78,0,scjkEvfqjTa@?C@C@C@C@?@AB?J?@Aj@?H
1003.0,1 min,33.4214634,-111.9954424,0,1,38.0,71.0,37.0,2.0,1,1,0,1,1,0,AVERAGE,12,33,57,57,12,ma~jEnbqjT_C?}B?kB?{A@G?q@AU@WAG?
1003.0,1 min,33.4218041,-111.9852247,0,1,38.0,71.0,37.0,2.0,2,2,4,5,0,1,AVERAGE,12,34,57,57,36,cs~jEnbqjTUMICGCGCCCCCACCECGEOMc@?e@?}@@kA?uA?i@?oL?yWL}A?Q?mB?gD@Q?A
1003.0,5 mins,33.4511913,-111.9870694,0,1,38.0,71.0,37.0,2.0,1,1,1,1,2,1,AVERAGE,13,34,57,57,28,gu~jErbojTOMIMMe@EIKSIISQIGMGIEOESKOE_@OgC{@[Mm@Su@Wk@SKCMEA?OCQEC?AA]EA?IAWAWAyDOe@EC?A?SCMCUEMC]KCASIKGIE]Uc@[][[]OQcAwAyBaDm@_AIKYa@KQOUa@e@?Ac@a@_@]a@[_@U[Q_@Sc@O]MQEa@Ka@IIA]EA?MASCC?]AOAg@Ai@@o@Bi@F[DQBUDUFSFUFSFUHSHSH[P]REBKFSLKHKH[VONQN_@`@_@d@[f@[f@Yh@Uj@KTSb@e@fASb@g@lACDSf@Wj@MXADEJIPMXEHQZCFS`@MTMVEHU`@MRILCDQXILMPORIHUXCBY\a@b@c@b@QP[\a@^UPKJQLQNc@\E@_@Ve@XQJe@Ri@Ti@Re@Ne@Nm@Nk@Ji@He@Fq@Hk@Dk@Bi@@k@Ak@?SAWAKA_@CC?g@G]GKAWCc@Gc@Eo@IUCYCA?k@Gk@Gi@Ci@EMA[Aa@CGAK?c@COAGAEAw@A]AY?MAO?_@?I?Q?_@?{A?A?W@u@Ay@?gA?{@?qA?c@@kB?iA?wA?
1003.0,2 mins,33.4508693,-111.969747,0,1,38.0,71.0,37.0,2.0,1,2,2,0,0,1,AVERAGE,12,33,57,57,30,}ldkEdnojT@kA?aC?aA@]?O?gC@uB@sA@_B?k@?A?O?U?Q?G?E?C?_@?C?U@yA?A?A@kB?]?M?cF?O?kA?}A@gC@sA?iAD}E?G?aC@}@?q@HiBDoB@Y@W?I?]Ag@@{@?U?}@?oA?kA?gB?M?UAa@@s@Lo@?m@BkC
1003.0,1 min,33.4500995,-111.9697154,0,1,38.0,71.0,37.0,2.0,1,1,0,0,2,1,AVERAGE,13,34,57,57,0,}jdkE|aljTf@C|@Ar@?
1004.0,1 min,33.4393101,-112.212466,0,0,22.0,82.0,28.0,2.0,1,1,0,0,1,0,AVERAGE,12,34,97,76,12,wbbkEr|zkT@dI?j@?tA?h@?vA
1004.0,1 min,33.4372077,-112.2124743,0,0,22.0,82.0,28.0,2.0,0,1,2,2,0,2,AVERAGE,12,34,97,76,6,ubbkE|n{kTb@Ar@?zA?~@AhA?`@@R?n@@
1004.0,4 mins,33.4369141,-112.1865678,0,0,22.0,82.0,28.0,2.0,0,2,1,3,0,0,AVERAGE,12,34,97,76,22,quakE|n{kT@a@?mG?}@?kD?sF@c@Ay@@aOCcC?k@?w@?_C@iA?]@oB?y@?w@BiE?aE@kJ@iDDeI?eBBwJB_K?c@?k@?kDHg@Dw@NmJ?kA?wB@k@?[
1004.0,1 min,33.4382973,-112.1865467,0,0,22.0,82.0,28.0,2.0,0,4,0,2,1,0,AVERAGE,13,33,97,76,6,usakE`mvkTk@?kDAc@AY?
1004.0,1 min,33.4568533,-112.185216,0,0,22.0,82.0,28.0,2.0,4,0,1,1,3,2,AVERAGE,13,34,97,76,78,k|akE|lvkT]H]DW@kBHQ@c@@a@Bg@B_@Bu@DK@E?a@B[@I@eADS@K?C?S@c@@s@BsAFG?kBAc@?E?K@g@H_AIMAA?cAOWCKAKAOAc@IiBYKAkCc@IC_B[WGIAyCg@{BWQCeAIc@Ec@Ec@CGAmBEiDEc@?O?OAK?c@?cA?C?k@AE?g@Ac@?c@Aa@AA?a@?A?a@Ac@AkCGiAEc@CC?sAIQ?CA_@AeAGgAEEA[AYAIAiE]
1004.0,1 min,33.460163,-112.1848768,0,0,22.0,82.0,28.0,2.0,0,0,0,1,1,0,AVERAGE,13,33,97,76,12,ipekErdvkTaDEQAQAQAQAQ?IAG?QAQAQAOAS?SAQAOAUA_DYaAI
1004.0,1 min,33.4626471,-112.1773023,0,0,22.0,82.0,28.0,2.0,0,0,0,2,0,2,AVERAGE,13,33,97,76,30,_efkEnbvkTGA_A]MGSIg@SWQMKo@g@o@q@ACW_@OSGMS]Sg@Qe@AEKa@I[EQIu@CKGe@?CEi@?CAe@A]?MAi@?M?]?i@?sB?MCuA?a@?I?i@?gAAy@C{CEc@E[Wm@
1004.0,6 mins,33.4621213,-112.0699622,0,0,22.0,82.0,28.0,2.0,2,2,0,0,0,1,AVERAGE,12,33,97,76,62,qtfkEbstkTDaA@c@D_CCiEAwA@_OAi@EqE@aG?cA?A?k@?i@BoC@{A?S@oBDkB@iA?E@k@@g@DuBDcBNmH@i@FaC@i@FsCHaDPmHBuANwGHyD@[DyB@G@i@DaCDuA@_@?IHkD@k@DsBBi@@a@@g@FiDD}C@]@[?M@uABuA?k@@k@?u@@wB?sA@yCA_E?i@?AAmAEmE?{@Ag@Ae@A{@Ak@Au@?UAYEoACu@O}CKmAM}AGq@Gc@Go@E]Iu@MkAAGOsACSSoBKoAGu@C[?AImAGsACi@Cw@?g@AK?a@Ac@?cB?a@@s@@aA@i@@[Bs@@YF}@Bi@@WD]Do@d@_FHy@VyBHaAHcAPqCDoAB_@NkF@k@@wABgE@_C@uD?yA@m@Ai@?cA@gCBcD?k@@uA?k@?C?e@?wB?iA?a@?Y@[?I?O?yA?yA?a@BiD@g@?cB?eB?i@?i@?gA?gADoL?i@?k@@{B?o@?i@@k@?i@?k@@uA?i@?k@?k@@Y?A?M?wB?E?c@@wC?[?]?Q@uB?uA@Q?_@?Q?W?k@?o@@_@?I?uB@_A?[?S?qD?Y?E?G?sAAkBAqB?QD{@?sC?iD?i@?I?a@Ay@@eA?sAAaB@]Ay@?g@@aA?SAq@?oDAiEBgB?E@i@@i@@SDu@?A?CB{@FwARgEDu@DaA@Q?ER_EFeAPgDJcB@_@PuDPcDBuBQmC?KIuBAICo@G_AAIOiBWiCC_@OkBAEKmBGqB?WEy@A_@CuB?}C?E?EA_D?mB?G?g@?G?cC?G?S?A?A?A?C?E?_@?C?C?G?I?M?A?GC}@?a@Ky@AG?AAGAOAIIu@I_@Mw@OiAw@_I
1004.0,1 min,33.4616502,-112.0667454,0,0,22.0,82.0,28.0,2.0,1,0,4,0,0,0,AVERAGE,12,33,97,76,12,gqfkEft_kTH]D[D_BBk@?KB]@S@YD_@Bg@@EFo@H}@LqANuA
1004.0,7 mins,33.505089,-112.065023,0,0,22.0,82.0,28.0,2.0,0,0,1,1,0,1,AVERAGE,13,34,97,76,27,infkEd`_kT@W?O@K?O?A?E?E?EAG?E?EAEAOCOAECGCQGQGOGOAAKOi@s@?Q?OOAQAWAE?]?}BC}AAq@AcCCa@?W@OA_@@u@?U?g@Ae@@aA?u@?U?iBFYLs@?]@oB@c@?wDAgJ?]AwC?M?k@?[@eB?wBAo@?M?k@AW?M?U?Q?y@?cA@eB?o@As@?O?iA?iCAeCA}BAe@?s@?eA?A?O?K?O?S?o@?q@?u@?{B?aA?k@AeA?m@?mB?a@?kD?eB?qA?wAA}A?mD?sA?iB?yA?o@@i@?cA?_@?iAAQ?qD@OA{C@kCAeA?gC?U?sA?w@AM@[?cCAo@@sAA[?Q?U?cA?u@?eE@c@A_D?sEAkB?g@?}A?{DAqC?]A_@@k@?M?U?_@?]?k@?U?Y?{@?{AAqB?u@?
1004.0,1 min,33.5055313,-112.064367,0,0,22.0,82.0,28.0,2.0,3,2,1,0,0,0,AVERAGE,12,33,97,76,0,y}nkEju~jT@e@?M?e@?O?GACACECGCKAI?_@@C?M?
1005.0,1 min,33.4219888,-112.0017662,0,6,47.0,51.0,38.0,6.0,1,1,0,0,1,0,AVERAGE,13,34,86,28,0,sv~jEpirjTDN
1005.0,1 min,33.4217489,-112.0016427,0,6,47.0,51.0,38.0,6.0,0,1,2,1,3,0,AVERAGE,13,33,86,28,0,mv~jE`jrjTn@Y
